age,annual_income,employment_length,credit_score,credit_utilization,num_delinquencies,num_credit_lines,debt_to_income,months_since_last_delinq,loan_amount,interest_rate,loan_term,log_annual_income,log_loan_amount,log_dti,loan_to_income_ratio,monthly_payment_est,payment_to_income,utilization_x_delinq,credit_score_x_utilization,has_delinquency_history,credit_score_bin,dti_bin,age_bin,home_ownership_OWN,home_ownership_RENT,loan_purpose_debt_consolidation,loan_purpose_home_improvement,loan_purpose_medical,loan_purpose_other,loan_purpose_small_business,default
35,118144.36,1,616,0.408,0,7,0.2746,19.3,32300.0,0.1285,36,11.679671009732163,10.382853468483827,0.2426324038980567,0.2733943456970777,1085.98,0.11030369964338543,0.0,251.32799999999997,1,1,1,1,0,1,1,0,0,0,0,0
33,106002.33,10,672,0.3931,1,13,0.5209,81.3,29300.0,0.1532,36,11.5712257876951,10.285376924115587,0.41930226489618605,0.27640901855647887,1020.29,0.11550198943740199,0.3931,264.1632,1,2,3,1,0,0,0,1,0,0,0,1
46,17946.29,0,551,0.1579,0,7,0.3318,83.8,21200.0,0.2016,36,9.7951944075882,9.961803629358965,0.286531410694385,1.1813026536403903,789.6,0.5279754199893125,0.0,87.00290000000001,1,0,2,2,1,0,0,0,1,0,0,1
71,57136.2,5,801,0.3902,0,6,0.292,82.5,9300.0,0.0741,36,10.953210672133983,9.137877200242468,0.2561914053604101,0.16276896258414106,288.9,0.060676068762010774,0.0,312.5502,1,4,1,3,0,0,0,0,1,0,0,0
61,54255.51,2,734,0.1666,0,7,0.2379,13.3,9700.0,0.1109,60,10.901478264203282,9.179984251961283,0.21341639555562752,0.17878368482758708,211.34,0.04674327086778836,0.0,122.2844,1,2,1,3,0,1,0,0,1,0,0,0
46,37154.83,10,724,0.1968,1,10,0.4652,0.0,11000.0,0.1079,60,10.522875969192821,9.305741456739435,0.3819917519225222,0.2960584128631459,238.02,0.07687398919602108,0.1968,142.4832,0,2,3,2,0,0,0,0,0,1,0,0
53,49728.51,10,745,0.3457,0,8,0.65,0.0,25000.0,0.0617,36,10.814353798452922,10.12667110305036,0.5007752879124893,0.5027297218436667,762.48,0.18399425198945232,0.0,257.5465,0,3,3,2,0,0,0,1,0,0,0,0
26,144683.39,0,645,0.3745,0,10,0.4284,0.0,29500.0,0.1833,36,11.882310028431245,10.292179440058462,0.3565549367381563,0.20389348079278483,1071.39,0.08886078768267733,0.0,241.5525,0,1,2,0,0,0,1,0,0,0,0,0
39,161633.96,7,787,0.233,1,4,0.2516,48.9,24400.0,0.0944,36,11.993095738305401,10.102379394048045,0.22442273281259,0.15095837533152068,780.92,0.057976925146175966,0.233,183.371,1,3,1,1,0,1,0,0,0,0,0,0
34,195454.39,5,617,0.5436,1,10,0.0927,80.8,21500.0,0.1548,36,12.183087448226372,9.975854724662028,0.08865169759456264,0.11000008748844167,750.37,0.04606926454811273,0.5436,335.40119999999996,1,1,0,1,0,1,0,1,0,0,0,0
51,43013.39,5,811,0.4068,0,13,0.4159,7.5,24800.0,0.0704,60,10.66928998985528,10.118639253920785,0.34776537130878815,0.5765646464972884,491.54,0.13713125145448893,0.0,329.9148,1,4,2,2,0,1,0,1,0,0,0,0
33,49133.79,1,622,0.2246,0,12,0.1985,27.3,22700.0,0.1652,36,10.802322616848247,10.030164255362632,0.18107077489230203,0.46200384704701186,803.9,0.19633738818031338,0.0,139.7012,1,1,1,1,0,0,1,0,0,0,0,1
49,67828.69,3,642,0.0817,1,9,0.3515,78.9,14300.0,0.1464,36,11.12475528368053,9.568084743872936,0.30121508673436526,0.21082524223894047,493.2,0.08725511284384233,0.0817,52.4514,1,1,2,2,0,1,0,1,0,0,0,1
49,81781.96,0,589,0.1783,0,8,0.5563,66.6,28600.0,0.1647,36,11.311824187932245,10.261196961231647,0.4423112092288273,0.34971037622478107,1012.14,0.1485129483323706,0.0,105.0187,1,1,3,2,0,0,0,1,0,0,0,1
40,39193.62,3,523,0.1518,0,16,0.6222,0.0,21200.0,0.2024,36,10.576294771461653,9.961803629358965,0.48378325265410727,0.5409043614751584,790.46,0.24201694051225683,0.0,79.39139999999999,0,0,3,1,0,1,1,0,0,0,0,1
40,35722.87,1,712,0.1949,0,8,0.3013,0.0,19400.0,0.132,36,10.483574371786966,9.873079890114703,0.2633637648005746,0.5430694678227141,655.53,0.22020515148978786,0.0,138.7688,0,2,2,1,0,1,0,0,0,1,0,0
53,57088.64,2,683,0.4365,1,12,0.2761,0.0,10600.0,0.1152,60,10.952377943105528,9.268703615273097,0.24380855175779362,0.18567616954966873,233.23,0.049024814744229324,0.4365,298.1295,0,2,1,2,0,1,1,0,0,0,0,0
47,28551.23,3,738,0.2684,1,3,0.3909,0.0,8700.0,0.0962,60,10.259490320615276,9.071193240566025,0.3299510196309474,0.30471541856515466,183.23,0.07701104295681832,0.2684,198.07920000000001,0,2,2,2,0,1,0,1,0,0,0,0
39,31534.57,2,616,0.096,0,5,0.2565,0.0,6200.0,0.1244,36,10.358871394088988,8.732465848349879,0.22833007800150984,0.19660962556331035,207.23,0.07885821813964801,0.0,59.136,0,1,1,1,0,0,1,0,0,0,0,0
42,48435.24,5,729,0.1269,0,7,0.65,47.6,10200.0,0.1098,36,10.788003572854135,9.23024103368252,0.5007752879124893,0.2105904709050683,333.84,0.08271002683170352,0.0,92.51010000000001,1,2,3,2,0,1,0,1,0,0,0,0
21,32136.33,3,629,0.1025,0,14,0.1585,0.0,28600.0,0.1905,60,10.377773561789637,10.261196961231647,0.14712606489029384,0.8899584986835771,742.69,0.27732724925341506,0.0,64.4725,0,1,1,0,0,0,1,0,0,0,0,0
38,108950.09,2,690,0.4625,0,7,0.2824,60.9,18800.0,0.118,36,11.598654344911981,9.841665338892785,0.24873332231320613,0.17255607590594924,622.63,0.0685778231114816,0.0,319.125,1,2,1,1,1,0,1,0,0,0,0,0
61,71356.78,3,598,0.1246,0,8,0.1935,13.8,11700.0,0.1719,36,11.175461656904499,9.367429587218957,0.17689016679674774,0.16396479773891143,418.24,0.07033501231417673,0.0,74.5108,1,1,1,3,0,0,1,0,0,0,0,0
21,41577.61,5,850,0.0943,2,8,0.1369,0.0,11500.0,0.0769,36,10.635341131319795,9.350189267092581,0.12830526015292384,0.27659117491361335,358.73,0.1035355327061849,0.1886,80.155,0,4,0,0,0,0,0,0,1,0,0,0
24,51887.6,10,631,0.5516,0,11,0.2845,44.1,14600.0,0.1462,60,10.856854391847497,9.588845298501564,0.25036953756780117,0.2813774389256778,344.43,0.07965602571712703,0.0,348.0596,1,1,1,0,0,0,0,1,0,0,0,0
56,30260.01,10,831,0.3901,0,9,0.6157,0.0,21800.0,0.055,36,10.317615364181236,9.989711119284745,0.4797682993006478,0.7204227625833568,658.27,0.2610455184912364,0.0,324.1731,0,4,3,2,0,0,1,0,0,0,0,0
35,42430.33,1,663,0.1893,0,6,0.3207,0.0,25700.0,0.1643,36,10.655642283451037,10.154285180632154,0.2781618990676216,0.6056988008342146,909.0,0.2570802536770277,0.0,125.5059,0,1,2,1,0,0,0,1,0,0,0,0
62,37563.13,2,815,0.4437,0,6,0.3785,0.0,6600.0,0.0592,36,10.533804884678817,8.79497643168877,0.3209959514817144,0.17570420782293703,200.55,0.06406814341616368,0.0,361.6155,0,4,2,3,1,0,0,0,0,0,0,0
42,33218.57,10,586,0.2431,1,5,0.4455,48.6,6700.0,0.1947,36,10.410894439073878,8.81001204797317,0.3684552824742637,0.20169441369691712,247.19,0.08929583663595393,0.2431,142.4566,1,1,2,2,0,1,0,1,0,0,0,1
43,31431.27,7,747,0.1191,0,7,0.219,0.0,30300.0,0.1149,36,10.355590351173404,10.318935994253193,0.1980308504991345,0.9640081358468812,999.03,0.38141506849707313,0.0,88.9677,0,3,1,2,1,0,1,0,0,0,0,0
39,50018.46,10,715,0.4988,0,7,0.5266,0.0,18700.0,0.1143,60,10.820167408691608,9.83633227734872,0.4230430403822329,0.37386197016061673,410.6,0.09850763098264122,0.0,356.642,0,2,3,1,0,0,0,0,0,0,1,0
56,187684.74,2,755,0.291,0,11,0.4826,0.0,26000.0,0.0795,36,12.142524247392341,10.165890277802454,0.39379730324048234,0.13853017565519712,814.15,0.052054311927544034,0.0,219.70499999999998,0,3,3,2,0,0,0,1,0,0,0,0
39,69674.29,0,681,0.3347,1,5,0.2579,0.0,29500.0,0.1407,60,11.151601014523044,10.292179440058462,0.22944366386268963,0.42339864532526994,687.48,0.11840465112741014,0.3347,227.9307,0,2,1,1,0,1,0,0,0,0,1,0
38,98753.27,1,761,0.3425,0,10,0.2887,0.0,8200.0,0.0576,36,11.500389922334854,9.012011377036412,0.2536339583122085,0.08303522506140809,248.57,0.030204974478313475,0.0,260.64250000000004,0,3,1,1,0,0,0,0,0,0,0,0
51,29957.27,5,679,0.3407,0,13,0.2592,0.0,6000.0,0.1301,36,10.307560692305715,8.699681400989514,0.2304765986810017,0.20028527299049612,202.19,0.08099135869189683,0.0,231.3353,0,2,1,2,0,0,1,0,0,0,0,0
66,33887.91,7,810,0.3012,1,7,0.171,0.0,19100.0,0.0561,36,10.430843101203955,9.857495968685136,0.1578580846155803,0.5636228377613136,577.69,0.20456499087727747,0.3012,243.972,0,4,1,3,0,1,1,0,0,0,0,0
51,27816.28,7,787,0.2966,0,7,0.1906,0.0,3500.0,0.0574,60,10.23341268931001,8.160803920954665,0.17445738173715267,0.12582559565836984,67.24,0.029007473321378704,0.0,233.42419999999998,0,3,1,2,1,0,1,0,0,0,0,0
42,119218.69,10,616,0.7045,0,5,0.243,0.0,16900.0,0.1403,60,11.688723204535677,9.735128070758227,0.21752781252857406,0.14175629676856874,393.5,0.03960788362965572,0.0,433.97200000000004,0,1,1,2,0,0,1,0,0,0,0,0
48,32878.86,10,589,0.5192,0,10,0.0783,56.6,7600.0,0.1694,60,10.400615591253509,8.936035096566041,0.07538572690588961,0.2311515666905726,188.63,0.06884545267080427,0.0,305.8088,1,1,0,2,0,0,1,0,0,0,0,0
53,106595.34,1,656,0.179,0,12,0.2346,80.9,18300.0,0.163,36,11.576804456165734,9.814710982145282,0.21074703097765846,0.17167729846351631,646.09,0.07273376115691361,0.0,117.42399999999999,1,1,1,2,0,1,1,0,0,0,0,0
44,41972.48,2,672,0.1842,1,4,0.2551,0.0,16600.0,0.1428,36,10.644793269259099,9.717218213494077,0.22721525068426346,0.3954972400963679,569.61,0.16285242139611478,0.1842,123.7824,0,2,1,2,0,1,1,0,0,0,0,0
65,67682.44,1,491,0.51,0,5,0.1853,0.0,28300.0,0.2442,60,11.122596820411603,10.250652418696085,0.1699959071033177,0.41812913364234505,821.05,0.14557099300793527,0.0,250.41,0,0,1,3,0,1,1,0,0,0,0,1
59,54585.84,5,687,0.3233,1,10,0.2125,37.5,6800.0,0.1597,60,10.907548107040622,8.824824939175638,0.1926843438295012,0.1245744317573935,165.25,0.036328102672781075,0.3233,222.10709999999997,1,2,1,3,1,0,0,1,0,0,0,0
50,68370.07,2,828,0.3463,1,10,0.33,17.8,31000.0,0.0646,60,11.132705060924327,10.34177474101152,0.2851789422336624,0.4534147763780262,605.97,0.10635706530650034,0.3463,286.7364,1,4,2,2,0,1,1,0,0,0,0,0
38,53162.41,1,850,0.025,0,8,0.3435,21.2,27400.0,0.055,36,10.881125656744333,10.21833478806055,0.29527814907340894,0.5154017660222702,827.37,0.1867567704323412,0.0,21.25,1,4,2,1,0,1,1,0,0,0,0,0
48,28434.41,1,822,0.1319,0,10,0.316,18.0,19300.0,0.055,36,10.255390478486959,9.867912187022208,0.2745968329031254,0.6787550717598853,582.78,0.24594707609547725,0.0,108.42179999999999,1,4,2,2,0,1,0,0,0,0,1,0
46,27811.5,10,694,0.1108,0,9,0.1825,0.0,11400.0,0.0959,36,10.233240838908596,9.34145634983372,0.16763084138395098,0.40990237851248584,365.66,0.15777358287039536,0.0,76.8952,0,2,1,2,0,1,0,0,1,0,0,0
24,82021.7,5,691,0.0583,0,9,0.4431,33.6,34200.0,0.1055,36,11.31475131720453,10.440010162389305,0.366793577459895,0.41696282812962915,1112.39,0.1627457124151292,0.0,40.2853,1,2,2,0,0,0,0,0,0,0,0,0
48,33907.02,7,719,0.0557,2,9,0.3105,63.9,9900.0,0.1131,60,10.431406843559431,9.200391041122515,0.27040874378132396,0.2919749361636617,216.78,0.07672039595340435,0.1114,40.0483,1,2,2,2,0,1,0,0,0,0,1,0
27,60660.48,7,660,0.1383,0,7,0.3773,76.4,33500.0,0.1358,36,11.013064179230465,10.419330568113901,0.320125060941149,0.552254119980587,1138.13,0.22514757548901693,0.0,91.278,1,1,2,0,0,1,0,0,0,0,0,1
67,69342.68,7,745,0.215,0,5,0.5195,32.0,4600.0,0.0962,36,11.146830289650772,8.434028950155469,0.4183813333747107,0.06633721107981405,147.61,0.025544441028238312,0.0,160.175,1,3,3,3,1,0,1,0,0,0,0,0
37,36991.06,10,573,0.1451,0,4,0.2157,53.3,17500.0,0.1857,36,10.518458574003052,9.770013301136158,0.19532004257961122,0.4730872810889983,637.68,0.2068651182204565,0.0,83.1423,1,0,1,1,1,0,0,0,1,0,0,1
37,63317.2,3,758,0.1978,1,10,0.2178,0.0,27000.0,0.1136,60,11.055928086553621,10.203629181337648,0.19704595219233664,0.4264244154826809,591.9,0.11217804956631057,0.1978,149.9324,0,3,1,1,0,0,1,0,0,0,0,0
34,33993.93,7,743,0.1086,1,6,0.2175,23.6,11400.0,0.089,36,10.433966674832098,9.34145634983372,0.1967995759746078,0.3353539881973046,361.99,0.12778398967109716,0.1086,80.6898,1,3,1,1,1,0,0,0,0,0,0,0
56,51084.99,7,814,0.2606,0,3,0.1879,38.8,12600.0,0.055,36,10.84126557030334,9.441531454869693,0.1721870423133569,0.246647792237994,380.47,0.08937341477408532,0.0,212.1284,1,4,1,2,0,1,1,0,0,0,0,0
21,103770.84,5,649,0.171,0,10,0.1909,56.9,20300.0,0.1149,60,11.549949921963757,9.918425424900335,0.17470932379181306,0.19562335623379362,446.35,0.051615656190120464,0.0,110.97900000000001,1,1,1,0,0,1,1,0,0,0,0,0
42,71576.53,2,611,0.1785,1,5,0.4036,28.1,12500.0,0.173,36,11.178536476879154,9.433563920090563,0.339040364726923,0.1746382508344565,447.53,0.07502962214010653,0.1785,109.06349999999999,1,1,2,2,0,1,0,1,0,0,0,1
34,152694.98,7,714,0.2738,0,7,0.2628,0.0,9100.0,0.0835,36,11.936204164730519,9.116139576577355,0.23333147770169954,0.05959593432606625,286.63,0.02252569141434774,0.0,195.4932,0,2,1,1,0,0,0,0,0,0,1,0
41,37882.15,0,748,0.5012,0,5,0.2044,0.0,13700.0,0.0829,36,10.5422617011816,9.525224101853109,0.1859815176254417,0.36164790013238424,431.14,0.13657302977787691,0.0,374.8976,0,3,1,1,0,0,1,0,0,0,0,0
32,56584.76,2,666,0.2026,0,13,0.5718,0.0,8400.0,0.1372,36,10.943512642431168,9.036106025364846,0.4522214594499375,0.14844986529941984,285.95,0.060641769974813006,0.0,134.9316,0,1,3,1,0,0,1,0,0,0,0,1
50,16116.02,3,663,0.1843,0,8,0.1938,0.0,6300.0,0.1078,36,9.68763113544768,8.748463629942055,0.17714149675241245,0.3909153748878445,205.6,0.15308990681322063,0.0,122.1909,0,1,1,2,0,0,0,0,0,0,0,0
29,37067.67,10,723,0.2031,0,2,0.4034,77.9,25000.0,0.1395,36,10.520527417432625,10.12667110305036,0.33889786383605125,0.6744421756209656,853.83,0.2764123021490156,0.0,146.8413,1,2,2,0,0,1,0,1,0,0,0,0
61,30767.26,3,629,0.2459,0,9,0.4848,73.8,34200.0,0.2042,36,10.33423891813087,10.440010162389305,0.39528008304979906,1.1115711961351125,1278.33,0.49858063408961345,0.0,154.6711,1,1,3,3,0,1,1,0,0,0,0,1
55,22317.77,1,545,0.1692,0,9,0.5693,55.9,12000.0,0.217,36,10.01318330744989,9.392745258631441,0.4506296600625381,0.5376881292351341,456.43,0.24541699282679227,0.0,92.214,1,0,3,2,0,0,0,0,0,1,0,1
47,23810.78,0,726,0.3969,0,9,0.3446,15.1,9800.0,0.1203,36,10.07793569519146,9.19023970026918,0.2960965710527993,0.4115782851296766,325.64,0.16411390135056475,0.0,288.14939999999996,1,2,2,2,0,0,1,0,0,0,0,0
25,48072.98,2,701,0.0893,0,12,0.3301,0.0,17400.0,0.0911,36,10.780496353383226,9.76428295481558,0.2852541273771135,0.3619496856654195,554.21,0.1383421622707808,0.0,62.59930000000001,0,2,2,0,0,0,1,0,0,0,0,0
37,47543.03,0,644,0.0862,0,4,0.1398,0.0,26500.0,0.1491,36,10.769411508040745,10.184937747111391,0.13085280841876215,0.5573898003555937,917.46,0.23156959074758174,0.0,55.5128,0,1,0,1,0,1,0,0,1,0,0,0
59,111030.16,2,717,0.0113,0,11,0.395,28.7,5800.0,0.1353,36,11.617566161620504,8.665785595466064,0.33289441527332897,0.05223805855994443,196.91,0.02128178505732136,0.0,8.1021,1,2,2,3,0,1,1,0,0,0,0,0
43,112115.07,3,661,0.1412,1,8,0.65,18.2,2700.0,0.1405,36,11.62728995293411,7.901377353792616,0.5007752879124893,0.024082400341006786,92.35,0.00988448742885323,0.1412,93.33319999999999,1,1,3,2,0,1,1,0,0,0,0,0
62,70457.54,10,735,0.1202,0,8,0.3974,0.0,15300.0,0.0685,60,11.162779730704106,9.635673464721814,0.33461336713621326,0.21715206065951212,301.88,0.05141479535050472,0.0,88.347,0,2,2,3,1,0,0,0,0,0,0,0
54,99708.45,0,651,0.1119,2,9,0.4261,19.0,28700.0,0.127,36,11.510015735811235,10.264687244346277,0.35494344576058423,0.2878391951735284,962.87,0.11588225471361754,0.2238,72.8469,1,1,2,2,1,0,0,0,0,0,0,0
45,72661.37,2,620,0.0747,0,12,0.3149,72.1,21200.0,0.1277,60,11.193578922914595,9.961803629358965,0.2737606171107361,0.29176438594537923,479.87,0.07925036370770329,0.0,46.314,1,1,2,2,0,1,1,0,0,0,0,0
40,19720.88,3,574,0.5996,0,10,0.3646,34.4,31400.0,0.18,36,9.889483958298163,10.354595018522993,0.3108613453991862,1.5922210367894332,1135.19,0.6907541651285338,0.0,344.17040000000003,1,0,2,1,0,1,0,1,0,0,0,1
53,72289.15,1,722,0.4745,0,10,0.65,65.2,16500.0,0.1305,60,11.188443160967982,9.711176264112805,0.5007752879124893,0.2282500209229186,375.85,0.0623911057191847,0.0,342.589,1,2,3,2,0,0,1,0,0,0,0,1
34,58271.57,1,498,0.1787,2,7,0.5661,73.3,23300.0,0.2286,36,10.972886764192838,10.056251557087757,0.44858845249025114,0.39985193465698626,900.24,0.18538851793421732,0.3574,88.9926,1,0,3,1,0,1,1,0,0,0,0,1
39,68504.7,2,558,0.2301,0,3,0.2731,72.9,4300.0,0.2031,36,11.13467223246725,8.366602832783736,0.24145487108546265,0.06276941582110425,160.48,0.028111355863174353,0.0,128.3958,1,0,1,1,1,0,1,0,0,0,0,0
21,31944.68,1,641,0.5924,0,10,0.3876,21.7,3800.0,0.1709,36,10.371792239396207,8.24301946898925,0.32757563611345764,0.11895564457055134,135.65,0.05095684163998512,0.0,379.7284,1,1,2,0,0,1,0,0,0,0,1,0
58,17356.43,2,685,0.2089,2,8,0.3482,0.0,23500.0,0.1155,36,9.761775935780467,10.064798252418377,0.2987703694372014,1.353965072310377,775.5,0.5361701686349094,0.4178,143.0965,0,2,2,3,0,0,0,0,1,0,0,1
47,48861.05,1,630,0.4296,1,5,0.2975,63.7,25700.0,0.1755,36,10.796756300542302,10.154285180632154,0.26043933605790665,0.5259813286861416,923.33,0.22676467247429188,0.4296,270.64799999999997,1,1,1,2,0,0,1,0,0,0,0,0
53,89768.55,0,592,0.6772,0,10,0.2179,0.0,5700.0,0.158,36,11.405001109927655,8.648396877031582,0.1971280641109278,0.06349662548854805,199.83,0.026712696150266436,0.0,400.9024,0,1,1,2,0,1,0,1,0,0,0,0
29,22745.21,2,684,0.1369,0,11,0.5608,0.0,6700.0,0.1388,36,10.03215381709428,8.81001204797317,0.4451985103267644,0.2945675155340399,228.6,0.12060561322581766,0.0,93.6396,0,2,3,0,0,1,1,0,0,0,0,1
46,64270.24,1,807,0.0596,0,9,0.2399,0.0,5300.0,0.055,36,11.070867531784316,8.575650760987806,0.21503073120365931,0.08246429451640448,160.04,0.029881326100540465,0.0,48.0972,0,4,1,2,1,0,1,0,0,0,0,0
42,98706.86,1,769,0.337,0,11,0.65,44.0,16900.0,0.0736,36,11.499919857509212,9.735128070758227,0.5007752879124893,0.17121403720065656,524.61,0.06377793802781286,0.0,259.153,1,3,3,2,0,1,0,1,0,0,0,1
33,50030.1,1,687,0.1015,0,10,0.2628,33.1,26000.0,0.1401,60,10.820400091048459,10.165890277802454,0.23333147770169954,0.5196871483367013,605.11,0.14513902630616368,0.0,69.7305,1,2,1,1,0,0,0,0,1,0,0,0
59,34460.24,3,750,0.179,0,15,0.65,0.0,27700.0,0.0791,60,10.447590493183796,10.229223792606835,0.5007752879124893,0.8038249298321777,560.46,0.19516753220523134,0.0,134.25,0,3,3,3,0,1,0,0,0,1,0,1
44,47711.92,2,607,0.3014,1,10,0.4878,0.0,2600.0,0.1613,36,10.772957499739395,7.8636512654486515,0.39729851877510397,0.054493719808383315,91.58,0.02303323781562343,0.3014,182.9498,0,1,3,2,0,1,0,1,0,0,0,1
33,32053.29,1,722,0.2726,0,10,0.1428,34.2,10400.0,0.1229,36,10.37518630674539,9.249657234353133,0.13348139137448095,0.3244596732503902,346.87,0.1298599925311879,0.0,196.8172,1,2,0,1,0,1,1,0,0,0,0,0
32,61842.79,2,844,0.2824,2,10,0.4252,41.9,13700.0,0.055,36,11.032366968576076,9.525224101853109,0.354312154749544,0.22152946204399898,413.68,0.08027063462046263,0.5648,238.3456,1,4,2,1,0,1,0,0,0,0,0,0
41,54296.04,3,677,0.1651,2,9,0.0989,71.3,4300.0,0.1523,60,10.902224992465662,8.366602832783736,0.09430967947074133,0.07919546250518454,102.82,0.02272430917613881,0.3302,111.7727,1,2,0,1,0,0,0,0,0,0,0,0
29,18500.14,5,848,0.0188,0,7,0.4385,81.8,29400.0,0.055,60,9.825587630789503,10.288783966353765,0.36360090400946554,1.5891771629836315,561.57,0.36425886506804817,0.0,15.942400000000001,1,4,2,0,0,1,1,0,0,0,0,0
35,101199.24,1,693,0.4551,0,3,0.1919,0.0,28400.0,0.1337,36,11.524856407374193,10.254179634797001,0.1755486725065259,0.2806345185991515,961.98,0.11406963135296272,0.0,315.3843,0,2,1,1,0,0,0,0,0,0,0,0
49,24560.67,5,638,0.5331,0,9,0.194,0.0,34700.0,0.1334,36,10.108942376692076,10.454523783963511,0.17730901497041035,1.4128279073820056,1174.87,0.5740250571340276,0.0,340.1178,0,1,1,2,1,0,1,0,0,0,0,0
51,50643.55,5,653,0.2545,0,7,0.2188,0.0,29500.0,0.1477,60,10.832586902702806,10.292179440058462,0.19786676812941692,0.5825026089205831,698.25,0.16545048678459545,0.0,166.1885,0,1,1,2,1,0,0,0,1,0,0,0
52,119371.7,5,736,0.3747,1,7,0.2884,28.6,20700.0,0.1019,60,11.690005810581713,9.937937287265354,0.2534011384749067,0.1734079350465814,441.75,0.04440751032279845,0.3747,275.7792,1,2,1,2,0,1,0,0,0,0,1,0
21,74871.44,2,567,0.1381,0,4,0.308,0.0,24800.0,0.1981,36,11.223541144516053,10.118639253920785,0.26849925303500694,0.33123444667285684,919.26,0.14733415037830178,0.0,78.3027,0,0,2,0,0,1,0,0,0,0,1,0
45,37788.3,2,546,0.3498,0,5,0.6271,44.5,15600.0,0.196,36,10.53978127275308,9.65509029374725,0.48679928916313625,0.41282619223410416,576.58,0.18309794301410756,0.0,190.9908,1,0,3,2,0,0,1,0,0,0,0,1
42,63564.5,10,684,0.3851,2,5,0.0885,0.0,27200.0,0.0833,60,11.05982614931726,10.211009016314167,0.08480060169246507,0.4279118061181949,555.82,0.1049302676808596,0.7702,263.4084,0,2,0,2,1,0,0,1,0,0,0,0
27,70042.22,10,685,0.4777,1,9,0.3213,0.0,31700.0,0.1269,36,11.156867759072327,10.36410350510914,0.27861610043803414,0.4525841699477829,1063.37,0.1821821181567346,0.4777,327.22450000000003,0,2,2,0,0,0,0,1,0,0,0,0
45,110582.8,7,626,0.26,2,8,0.1705,22.8,34800.0,0.1404,36,11.613528883562655,10.457401400981889,0.15743100794882842,0.3146963180530788,1190.06,0.12914051733180928,0.52,162.76000000000002,1,1,1,2,0,1,0,1,0,0,0,0
28,52028.43,0,680,0.0951,0,6,0.3693,0.0,25000.0,0.1457,36,10.859564799006197,10.12667110305036,0.31429966035605095,0.48050652306825326,861.38,0.19867138024345535,0.0,64.668,0,2,2,0,0,1,0,0,1,0,0,0
32,19678.35,3,524,0.2128,0,5,0.2858,6.4,17600.0,0.2093,36,9.887325141605508,9.77571099759397,0.2513810927254493,0.8943839295469387,662.45,0.4039667959966156,0.0,111.5072,1,0,1,1,0,0,0,0,0,0,1,0
31,77347.51,1,762,0.0692,0,9,0.1808,0.0,6100.0,0.0884,60,11.256076592725826,8.716207971151853,0.16619217486407098,0.07886485292157434,126.15,0.01957141218896381,0.0,52.730399999999996,0,3,1,1,0,0,1,0,0,0,0,0
27,100501.19,3,614,0.5113,0,6,0.244,0.0,9100.0,0.1722,36,11.517934797288623,9.116139576577355,0.2183319943169877,0.09054619154260761,325.44,0.03885804735247413,0.0,313.9382,0,1,1,0,0,1,0,1,0,0,0,0
57,136153.86,10,812,0.4744,1,7,0.3808,9.4,2000.0,0.0692,36,11.821548193388434,7.601402334583733,0.32266304134702645,0.014689264042899703,61.68,0.005436202836996322,0.4744,385.2128,1,4,2,3,0,0,1,0,0,0,0,0
52,110337.57,1,824,0.6,0,8,0.5216,63.3,3300.0,0.0599,60,11.611308826800444,8.101980731853192,0.41976241280898874,0.029908217119517855,63.78,0.006936531228664905,0.0,494.4,1,4,3,2,0,0,1,0,0,0,0,1
66,123304.8,0,668,0.6064,0,6,0.362,60.9,29900.0,0.1019,36,11.722422727786572,10.305647203635566,0.30895420772732063,0.24248853248210936,967.46,0.0941530256729665,0.0,405.07520000000005,1,1,2,3,0,1,0,1,0,0,0,0
41,60297.6,7,578,0.1604,0,7,0.5398,8.0,20800.0,0.137,36,11.007064165198654,9.942756341456828,0.4316525378618121,0.34495568646181607,707.87,0.14087525871676485,0.0,92.71119999999999,1,0,3,1,0,0,1,0,0,0,0,1
58,48600.37,3,638,0.3346,1,6,0.3266,0.0,33900.0,0.1462,36,10.791406998791686,10.431199791458543,0.2826192781093186,0.6975255538178001,1168.86,0.28860521020724733,0.3346,213.47480000000002,0,1,2,3,0,1,0,0,0,0,0,0
52,36369.01,2,523,0.6381,0,5,0.2047,39.1,31300.0,0.2073,36,10.501499812932881,10.351405324899678,0.18623057329066997,0.8606228214625583,1174.89,0.38765641407341034,0.0,333.7263,1,0,1,2,0,1,1,0,0,0,0,1
60,16536.62,0,632,0.0658,0,7,0.3094,0.0,12200.0,0.1494,36,9.713393064632712,9.409273194575334,0.2695690170248539,0.7377565669405236,422.56,0.3066358179603813,0.0,41.5856,0,1,2,3,0,1,1,0,0,0,0,0
56,28400.92,7,721,0.1226,0,4,0.4097,52.2,30300.0,0.1048,36,10.254212027497942,10.318935994253193,0.3433769157947427,1.0668668479753474,984.54,0.4159893411903558,0.0,88.3946,1,2,2,2,0,0,1,0,0,0,0,0
29,21326.24,3,638,0.1733,0,7,0.6186,32.8,28600.0,0.1453,60,9.96774040787511,10.261196961231647,0.4815615780794645,1.3410709060762702,673.36,0.378890981251266,0.0,110.56540000000001,1,1,3,0,1,0,0,0,0,0,1,1
34,34576.69,5,772,0.3399,0,6,0.513,56.1,23800.0,0.0638,36,10.450963955386522,10.077482875583607,0.4140944348062189,0.6883249958281142,728.15,0.2527078213675167,0.0,262.40279999999996,1,3,3,1,0,1,0,0,0,1,0,0
